,Company_Type,Company_name,Company_link,Market_cap,Current_Price,High,Low,P_E,Book_Value,Dividend_Yield,ROCE,ROE,Face_Value,Sales_growth,Up_from_52w_low,Industry_PE,No_Eq_Shares,Sales_growth_3Years,Down_from_52w_high,RSI,EPS_latest_quarter,From_52w_high,Debt_to_equity,Tiker_name
3173,Stock/ Commodity Brokers companies,Arihant Capital,https://www.screener.in/company/BIRLAMONEY/,586,104,125,42.6,15.6,23.2,0.0,10.7,37.0,1.00,22.6,143,20.4,5.65,16.0,17.2,47.0,2.11,0.83,8.49,BIRLAMONEY
3174,Stock/ Commodity Brokers companies,Adit.Birla Money,https://www.screener.in/company/WEALTH/,460,431,465,262,19.3,87.0,0.7,25.5,19.1,10.0,29.0,64.9,20.4,1.07,43.2,7.19,62.1,9.60,0.93,0.0,WEALTH
3175,Stock/ Commodity Brokers companies,Wealth First Por,https://www.screener.in/company/EMKAY/consolidated/,351,142,155,61.2,30.5,88.0,0.7,6.88,6.86,10.0,-15.5,132,20.4,2.47,15.0,8.35,67.9,3.76,0.92,0.18,EMKAY
3176,Stock/ Commodity Brokers companies,Emk.Global Fin.,https://www.screener.in/company/ALMONDZ/consolidated/,239,89.2,102,59.0,14.6,82.1,0.0,10.3,8.18,6.00,32.8,51.2,20.4,2.68,7.80,12.9,53.8,1.67,0.87,0.2,ALMONDZ
3177,Stock/ Commodity Brokers companies,Almondz Global,https://www.screener.in/company/INDOTHAI/consolidated/,230,230,487,197,,65.7,0.26,-13.2,-10.6,10.0,19.2,16.3,20.4,1.00,-6.78,52.8,49.5,4.34,0.47,0.04,INDOTHAI
3178,Stock/ Commodity Brokers companies,Indo Thai Sec.,https://www.screener.in/company/INVENTURE/consolidated/,218,2.60,3.15,1.45,27.4,2.52,0.0,6.13,4.54,1.00,75.3,79.3,20.4,84.0,17.7,17.5,55.1,0.02,0.83,0.14,INVENTURE
3179,Stock/ Commodity Brokers companies,Inventure Grow.,https://www.screener.in/company/INDBANK/,169,38.0,47.0,20.2,27.1,17.7,0.0,8.06,4.81,10.0,14.6,88.6,20.4,4.44,16.7,19.2,61.7,0.55,0.81,0.0,INDBANK
3180,Stock/ Commodity Brokers companies,Indbank Merchant,https://www.screener.in/company/530585/consolidated/,160,539,559,144,21.3,216,0.37,15.9,11.4,10.0,12.7,274,20.4,0.30,18.8,3.56,66.8,10.8,0.96,0.33,530585
3181,Stock/ Commodity Brokers companies,Swastika Investm,https://www.screener.in/company/540192/,129,16.4,17.6,10.0,51.6,8.60,0.61,8.79,5.16,2.00,-10.9,63.5,20.4,7.92,1.76,7.1,60.8,0.08,0.93,0.61,540192
3182,Stock/ Commodity Brokers companies,LKP Securities,https://www.screener.in/company/DBSTOCKBRO/consolidated/,117,33.4,49.0,19.6,18.4,17.4,0.0,16.9,11.8,2.00,22.0,70.7,20.4,3.50,40.8,31.7,38.2,0.51,0.68,0.03,DBSTOCKBRO
3183,Stock/ Commodity Brokers companies,DB Intl.Stock,https://www.screener.in/company/STEELCITY/consolidated/,111,73.2,79.9,57.4,10.7,75.9,4.1,14.3,10.4,10.0,-9.12,27.4,20.4,1.51,4.56,8.45,57.2,1.63,0.92,0.02,STEELCITY
3184,Stock/ Commodity Brokers companies,Steel City Sec.,https://www.screener.in/company/530357/,100,9.27,11.6,5.82,,3.14,0.0,0.79,0.60,1.00,-11.1,59.3,20.4,10.8,26.8,19.7,50.1,-0.02,0.8,0.0,530357
3185,Stock/ Commodity Brokers companies,KBS India,https://www.screener.in/company/532053/,85.3,88.0,97.6,43.4,3.33,149,0.0,5.25,4.28,10.0,109,103,20.4,0.97,,9.85,47.0,11.3,0.9,0.0,532053
3186,Stock/ Commodity Brokers companies,Wallfort Fin.,https://www.screener.in/company/531861/consolidated/,67.8,49.0,60.1,28.0,16.7,53.5,2.55,6.56,4.35,10.0,-5.78,74.9,20.4,1.38,11.6,18.6,50.4,1.32,0.81,0.01,531861
3187,Stock/ Commodity Brokers companies,Joindre Capital,https://www.screener.in/company/530045/consolidated/,61.6,24.6,28.4,14.8,5.98,34.1,0.0,0.88,19.2,10.0,-40.0,66.2,20.4,2.50,17.0,13.3,56.4,1.23,0.87,0.0,530045
3188,Stock/ Commodity Brokers companies,Titan Securities,https://www.screener.in/company/531600/,59.1,93.4,122,39.6,9.00,86.7,0.0,2.28,-1.22,10.0,20.0,136,20.4,0.63,-32.3,23.6,40.7,0.82,0.76,0.03,531600
3189,Stock/ Commodity Brokers companies,Gogia Capital,https://www.screener.in/company/531176/consolidated/,58.5,12.8,28.4,12.4,,3.98,0.0,-20.4,-34.1,2.00,2.56,3.56,20.4,4.57,194,54.8,38.9,0.32,0.45,0.21,531176
3190,Stock/ Commodity Brokers companies,Mefcom Capital,https://www.screener.in/company/531169/,49.5,72.8,100.0,54.4,11.2,52.6,1.37,15.1,9.69,10.0,11.4,33.6,20.4,0.68,19.2,27.2,49.7,2.86,0.73,0.07,531169
3191,Stock/ Commodity Brokers companies,SKP Securities,https://www.screener.in/company/531025/,47.9,0.82,1.49,0.66,5.80,1.13,0.0,4.32,3.47,1.00,91.5,24.2,20.4,58.4,224,45.0,57.9,0.05,0.55,0.28,531025
3192,Stock/ Commodity Brokers companies,Visagar Finan.,https://www.screener.in/company/KHANDSE/,39.1,25.6,41.0,21.9,78.3,19.9,0.0,2.80,1.73,10.0,66.7,17.1,20.4,1.53,31.0,37.4,57.1,0.07,0.63,0.07,KHANDSE
3193,Stock/ Commodity Brokers companies,Khandwala Sec.,https://www.screener.in/company/530577/consolidated/,37.3,29.0,32.5,15.4,,59.1,0.0,-1.02,-1.84,10.0,-3.58,88.0,20.4,1.29,-30.5,10.8,55.6,-0.30,0.89,0.07,530577
3194,Stock/ Commodity Brokers companies,Ladderup Finance,https://www.screener.in/company/511692/consolidated/,24.1,39.4,50.0,22.7,28.7,36.9,0.0,4.65,2.57,10.0,-62.4,73.7,20.4,0.61,-32.4,21.1,68.3,0.46,0.79,0.52,511692
3195,Stock/ Commodity Brokers companies,Ajcon Global,https://www.screener.in/company/530829/,21.8,43.6,47.0,23.0,8.78,55.0,0.0,13.4,10.3,10.0,-1.05,89.8,20.4,0.50,33.0,7.32,67.2,1.38,0.93,0.0,530829
3196,Stock/ Commodity Brokers companies,Cil Securities,https://www.screener.in/company/538862/,21.4,12.7,12.7,0.00,28.9,10.8,0.0,1.23,1.65,10.0,26.4,,20.4,1.68,,0.0,66.4,0.28,1.0,0.09,538862
3197,Stock/ Commodity Brokers companies,My Money Sec.,https://www.screener.in/company/532304/consolidated/,20.8,53.0,60.1,23.9,9.50,138,0.0,0.05,0.73,10.0,38.2,122,20.4,0.39,9.65,11.8,64.8,2.14,0.88,0.03,532304
3198,Stock/ Commodity Brokers companies,KJMC Corporate,https://www.screener.in/company/526891/,9.20,8.76,12.9,0.00,,10.1,0.0,4.48,1.14,10.0,-22.3,,20.4,1.05,7.41,32.1,46.7,0.11,0.68,0.47,526891
3199,Stock/ Commodity Brokers companies,Market Creators,https://www.screener.in/company/531017/,8.90,17.8,20.0,7.83,9.89,45.6,0.0,3.61,2.69,10.0,-37.9,127,20.4,0.50,146,11.0,52.1,2.12,0.89,0.0,531017
3200,Stock/ Commodity Brokers companies,Arihant's Secur.,https://www.screener.in/company/509760/,8.00,27.3,41.4,14.0,32.0,42.1,0.0,2.10,1.58,10.0,-5.11,95.0,20.4,0.29,9.37,34.0,46.0,0.55,0.66,0.0,509760
3201,Stock/ Commodity Brokers companies,Modern Shares,https://www.screener.in/company/542176/,6.75,22.5,30.5,6.59,13.8,49.9,0.0,4.91,3.74,10.0,-46.8,242,20.4,0.30,-1.79,26.2,55.7,0.23,0.74,0.0,542176
3202,Stock/ Commodity Brokers companies,Aryan Share,https://www.screener.in/company/511712/consolidated/,6.05,16.8,28.0,14.9,,16.1,0.0,5.63,3.92,10.0,-21.6,12.4,20.4,0.36,14.4,40.0,48.3,-0.14,0.6,0.07,511712
3203,Stock/ Commodity Brokers companies,Relic Tech.,https://www.screener.in/company/530571/,5.72,6.17,8.81,2.95,143,8.34,0.0,0.25,0.13,10.0,-11.0,109,20.4,0.93,47.0,30.0,56.7,-0.12,0.7,0.01,530571
3204,Stock/ Commodity Brokers companies,Explicit Finance,https://www.screener.in/company/530249/,5.43,16.2,17.3,5.15,,1.43,0.0,-98.2,-88.9,10.0,-53.5,214,20.4,0.34,-14.6,6.7,64.3,0.03,0.93,0.0,530249
3205,Stock/ Commodity Brokers companies,Bridge Securitie,https://www.screener.in/company/511688/,4.45,6.69,7.93,5.12,89.0,21.1,0.0,3.78,0.29,10.0,1.77,30.7,20.4,0.67,-21.6,15.6,48.1,0.02,0.84,2.42,511688
3206,Stock/ Commodity Brokers companies,Mathew Easow Res,https://www.screener.in/company/RENUKA/consolidated/,"10,036",47.2,59.1,39.4,,-5.59,0.0,9.41,,1.00,16.7,19.7,11.2,213,22.7,20.2,45.2,-0.96,0.8,,RENUKA
3207,Sugar companies,Sh.Renuka Sugar,https://www.screener.in/company/EIDPARRY/consolidated/,"9,886",557,587,433,9.98,375,1.71,27.4,16.2,1.00,7.15,28.6,11.2,17.8,27.2,5.18,56.9,25.5,0.95,0.13,EIDPARRY
3208,Sugar companies,EID Parry,https://www.screener.in/company/BALRAMCHIN/consolidated/,"8,281",410,486,349,15.3,156,0.73,10.4,10.0,1.00,15.3,17.5,11.2,20.2,-0.53,15.5,50.1,8.24,0.84,0.17,BALRAMCHIN
3209,Sugar companies,Balrampur Chini,https://www.screener.in/company/TRIVENI/consolidated/,"7,545",345,417,250,17.4,123,0.94,17.5,23.3,1.00,18.8,37.8,11.2,21.9,8.18,17.3,46.8,1.33,0.83,0.15,TRIVENI
3210,Sugar companies,Triven.Engg.Ind.,https://www.screener.in/company/BAJAJHIND/consolidated/,"3,551",27.8,35.8,11.4,,33.1,0.0,0.91,-4.04,1.00,4.29,143,11.2,128,-1.68,22.4,43.2,-0.96,0.78,0.97,BAJAJHIND
3211,Sugar companies,Bajaj Hindusthan,https://www.screener.in/company/DALMIASUG/,"3,340",413,490,310,10.9,363,0.97,12.2,9.73,2.00,11.8,33.1,11.2,8.09,15.5,15.8,46.5,6.79,0.84,0.14,DALMIASUG
3212,Sugar companies,Dalmia Bharat,https://www.screener.in/company/BANARISUG/,"3,206","2,557","2,975","2,355",20.9,"1,275",0.49,11.9,9.64,10.0,23.9,8.57,11.2,1.25,16.2,14.1,51.9,38.9,0.86,0.23,BANARISUG
3213,Sugar companies,Bannari Amm.Sug.,https://www.screener.in/company/DHAMPURSUG/consolidated/,"1,683",254,326,202,10.7,159,1.97,15.2,16.6,10.0,8.14,25.3,11.2,6.64,-11.0,22.2,47.5,0.81,0.78,0.36,DHAMPURSUG
3214,Sugar companies,Dhampur Sugar,https://www.screener.in/company/DWARKESH/,"1,636",86.9,110,75.0,15.1,42.0,2.3,15.5,14.9,1.00,-14.6,15.9,11.2,18.8,16.3,20.9,44.4,0.54,0.79,0.34,DWARKESH
3215,Sugar companies,Dwarikesh Sugar,https://www.screener.in/company/UTTAMSUGAR/,"1,547",406,536,216,10.8,161,0.62,19.1,23.8,10.0,-4.83,87.8,11.2,3.81,7.77,24.3,43.2,4.10,0.76,0.58,UTTAMSUGAR
3216,Sugar companies,Uttam Sug.Mills,https://www.screener.in/company/AVADHSUGAR/,"1,338",668,855,388,9.05,486,1.5,10.4,11.3,10.0,7.83,72.3,11.2,2.00,3.02,21.8,42.0,14.4,0.78,0.68,AVADHSUGAR
3217,Sugar companies,Avadh Sugar,https://www.screener.in/company/DCMSRIND/consolidated/,"1,334",153,172,58.9,14.7,87.7,0.65,10.0,8.61,2.00,-8.42,160,11.2,8.70,9.41,11.1,49.6,2.37,0.89,0.41,DCMSRIND
3218,Sugar companies,DCM Shriram Inds,https://www.screener.in/company/DBOL/consolidated/,"1,015",153,210,115,9.41,148,2.29,10.0,11.9,10.0,35.1,32.8,11.2,6.64,,27.1,49.5,0.01,0.73,0.29,DBOL
3219,Sugar companies,Dhampur Bio,https://www.screener.in/company/MAGADSUGAR/,961,682,866,287,11.0,468,1.03,8.76,8.14,10.0,11.0,138,11.2,1.41,1.34,21.2,46.4,10.7,0.79,0.32,MAGADSUGAR
3220,Sugar companies,Magadh Sugar,https://www.screener.in/company/UGARSUGAR/,921,81.9,136,77.2,13.5,15.2,0.61,27.3,60.6,1.00,29.5,6.09,11.2,11.2,27.3,39.7,41.7,-2.95,0.6,1.31,UGARSUGAR
3221,Sugar companies,Ugar Sugar Works,https://www.screener.in/company/543267/,836,88.8,120,49.2,64.6,33.4,0.0,8.41,4.72,10.0,33.1,80.7,11.2,9.41,11.3,26.0,40.8,0.10,0.74,0.78,543267
3222,Sugar companies,Davangere Sugar,https://www.screener.in/company/ZUARIIND/consolidated/,588,197,218,104,35.9,861,0.51,10.7,11.4,10.0,23.8,89.8,11.2,2.98,7.40,9.31,59.8,-11.0,0.91,0.92,ZUARIIND
3223,Sugar companies,Zuari Industries,https://www.screener.in/company/KOTARISUG/,437,52.7,63.8,32.4,11.4,33.4,1.9,17.6,14.9,10.0,18.3,62.6,11.2,8.29,20.0,17.4,48.6,0.62,0.83,0.07,KOTARISUG
3224,Sugar companies,Kothari Sugars,https://www.screener.in/company/KCPSUGIND/consolidated/,403,35.6,43.9,21.0,4.61,38.0,0.56,4.98,2.99,1.00,-3.77,69.3,11.2,11.3,-9.68,19.0,42.4,2.47,0.81,0.21,KCPSUGIND
3225,Sugar companies,KCP Sugar &Inds.,https://www.screener.in/company/MAWANASUG/consolidated/,378,96.6,121,77.6,12.3,88.3,3.1,5.58,3.56,10.0,7.54,24.5,11.2,3.91,8.47,20.1,47.2,-2.92,0.8,0.53,MAWANASUG
3226,Sugar companies,Mawana Sugars,https://www.screener.in/company/RANASUG/,364,23.7,30.4,19.4,7.63,33.4,0.0,12.6,12.5,10.0,6.85,22.2,11.2,15.4,7.41,22.0,44.6,-0.95,0.78,0.37,RANASUG
3227,Sugar companies,Rana Sugars,https://www.screener.in/company/PONNIERODE/,352,409,581,361,9.74,692,1.59,11.7,9.34,10.0,16.1,13.2,11.2,0.86,11.9,29.6,48.2,17.4,0.7,0.0,PONNIERODE
3228,Sugar companies,Ponni Sug.Erode,https://www.screener.in/company/SAKHTISUG/,341,28.7,36.5,18.1,,4.56,0.0,10.8,,10.0,42.3,58.8,11.2,11.9,9.48,21.4,46.6,-1.32,0.79,16.0,SAKHTISUG
3229,Sugar companies,Sakthi Sugars,https://www.screener.in/company/VISHWARAJ/,312,16.6,22.3,13.1,,12.6,0.6,8.40,-8.71,2.00,0.08,26.7,11.2,18.8,19.1,25.6,44.1,-0.60,0.74,1.03,VISHWARAJ
3230,Sugar companies,Vishwaraj Sugar,https://www.screener.in/company/KMSUGAR/,290,31.6,39.4,22.8,8.06,31.8,0.0,8.84,8.76,2.00,47.9,38.2,11.2,9.20,2.70,19.8,47.0,0.60,0.8,0.43,KMSUGAR
3231,Sugar companies,KM Sugar Mills,https://www.screener.in/company/541347/,194,13.0,17.5,4.70,40.9,6.73,0.0,3.82,1.60,5.00,-35.6,177,11.2,14.9,21.1,25.7,42.4,0.01,0.74,0.25,541347
3232,Sugar companies,Parvati Sweetner,https://www.screener.in/company/RAJSREESUG/,186,56.2,62.4,32.6,6.67,83.6,0.0,4.61,-4.06,10.0,20.5,72.4,11.2,3.31,32.8,9.86,53.6,5.18,0.9,1.43,RAJSREESUG
3233,Sugar companies,Rajshree Sugars,https://www.screener.in/company/532102/consolidated/,179,37.5,69.8,30.4,,-13.5,0.0,6.36,,10.0,8.03,23.3,11.2,4.77,11.0,46.2,44.6,-4.24,0.54,,532102
3234,Sugar companies,SBEC Sugar,https://www.screener.in/company/500319/,139,79.7,104,49.0,4.84,104,0.0,18.1,18.0,10.0,6.89,62.7,11.2,1.74,-5.30,23.4,43.4,-1.62,0.77,1.23,500319
3235,Sugar companies,Indian Sucrose,https://www.screener.in/company/532183/,135,21.3,29.4,2.91,10.6,-26.3,0.0,129,,10.0,11.1,632,11.2,6.36,11.5,27.6,31.2,-2.91,0.72,,532183
3236,Sugar companies,Gayatri Sugars,https://www.screener.in/company/DOLLEX/,123,49.2,57.9,22.0,12.5,21.3,0.0,12.7,16.0,10.0,113,123,11.2,2.50,63.5,15.0,51.1,1.29,0.85,0.84,DOLLEX
3237,Sugar companies,Dollex Agrotech,https://www.screener.in/company/SIMBHALS/consolidated/,122,29.4,36.6,17.8,,-41.1,0.0,-0.48,,10.0,2.89,65.4,11.2,4.13,4.47,19.5,50.3,-9.64,0.8,,SIMBHALS
3238,Sugar companies,Simbhaoli Sugar,https://www.screener.in/company/507180/,101,99.8,131,50.0,,29.5,0.0,-9.25,-53.1,10.0,2.71,99.6,11.2,1.01,2.19,23.8,47.8,-26.8,0.76,0.95,507180
3239,Sugar companies,Kesar Enterprise,https://www.screener.in/company/532879/,69.9,133,191,115,,519,0.0,-4.89,-9.70,10.0,15.4,15.7,11.2,0.53,3.63,30.3,45.0,-21.5,0.7,0.23,532879
3240,Sugar companies,Sir Shadi Lal,https://www.screener.in/company/531923/consolidated/,63.0,79.5,82.4,25.4,18.6,34.6,0.0,1.63,1.25,10.0,5.98,213,11.2,0.79,42.4,3.52,66.7,1.45,0.96,0.0,531923
3241,Sugar companies,Dhampur.Spl.Sug.,https://www.screener.in/company/537709/,12.8,6.94,8.78,3.94,,82.9,0.0,-3.37,-4.55,10.0,-100,76.1,11.2,1.85,,21.0,46.4,-0.01,0.79,0.36,537709
3242,Sugar companies,Shree Hanuman Sg,https://www.screener.in/company/531065/,6.03,4.67,4.67,4.04,1.76,4.59,0.0,6.99,34.3,5.00,-1.01,15.6,11.2,1.29,6.96,0.0,95.0,-3.09,1.0,4.1,531065
3243,Sugar companies,Oswal Overseas,https://www.screener.in/company/540027/consolidated/,97.7,91.2,352,0.00,,27.8,0.0,-2.10,-3.87,10.0,114,,,1.07,-57.4,74.1,32.9,-0.38,0.26,1.44,540027
3244,Telecom-Handsets/Mobile companies,Prabhat Tech.,https://www.screener.in/company/INDUSTOWER/consolidated/,"53,643",199,203,135,14.9,87.9,0.0,11.3,9.71,10.0,-4.09,47.3,26.1,269,61.5,1.95,60.4,4.80,0.98,0.87,INDUSTOWER
3245,Telecomm Equipment & Infra Services companies,Indus Towers,https://www.screener.in/company/ITI/,"29,264",305,338,86.5,,21.7,0.0,-3.60,-14.7,10.0,-12.6,252,61.2,96.1,-12.2,9.76,61.2,-1.31,0.9,0.93,ITI
3246,Telecomm Equipment & Infra Services companies,ITI,https://www.screener.in/company/TEJASNET/consolidated/,"14,792",870,940,510,,177,0.0,-1.20,-1.62,10.0,99.9,70.5,61.2,17.0,33.0,7.48,65.8,-0.74,0.93,0.05,TEJASNET
3247,Telecomm Equipment & Infra Services companies,Tejas Networks,https://www.screener.in/company/ASTRAMICRO/consolidated/,"5,726",603,634,213,88.8,91.6,0.27,17.1,11.4,2.00,3.09,183,61.2,9.49,20.4,4.9,57.7,3.16,0.95,0.08,ASTRAMICRO
3248,Telecomm Equipment & Infra Services companies,Astra Microwave,https://www.screener.in/company/532406/,"2,742",113,136,24.2,63.0,5.58,0.06,37.1,30.7,2.00,54.1,366,61.2,24.3,43.8,17.1,44.2,0.69,0.83,0.15,532406
3249,Telecomm Equipment & Infra Services companies,Avantel,https://www.screener.in/company/NELCO/consolidated/,"1,813",794,894,486,82.1,48.6,0.25,21.6,20.5,10.0,3.59,63.4,61.2,2.28,12.5,11.1,56.6,2.49,0.89,0.66,NELCO
3250,Telecomm Equipment & Infra Services companies,NELCO,https://www.screener.in/company/GTLINFRA/,"1,665",1.30,1.62,0.60,,-3.65,0.0,-11.0,,10.0,-1.12,117,61.2,"1,281",0.95,19.8,51.5,-0.13,0.8,,GTLINFRA
3251,Telecomm Equipment & Infra Services companies,GTL Infra.,https://www.screener.in/company/537259/,"1,033",980,"1,030",323,20.2,239,0.05,21.5,21.9,10.0,3.83,203,26.1,1.10,5.50,4.84,60.2,14.7,0.95,0.69,537259
3252,Telecomm Equipment & Infra Services companies,Suyog Telematics,https://www.screener.in/company/523411/,415,902,"1,027",417,40.1,125,0.44,21.8,16.0,10.0,28.1,116,61.2,0.46,22.3,12.2,51.5,16.2,0.88,0.0,523411
3253,Telecomm Equipment & Infra Services companies,ADC India,https://www.screener.in/company/FROG/,268,174,312,137,18.6,78.8,0.0,26.7,19.5,10.0,0.08,26.8,61.2,1.54,15.2,44.1,39.7,1.74,0.56,0.02,FROG
3254,Telecomm Equipment & Infra Services companies,Frog Cellsat,https://www.screener.in/company/SARTELE/consolidated/,240,160,210,90.3,32.0,,0.0,40.2,66.3,2.00,586,76.9,26.1,1.50,,23.9,49.5,3.87,0.76,0.23,SARTELE
3255,Telecomm Equipment & Infra Services companies,Sar Televenture,https://www.screener.in/company/526775/consolidated/,234,324,392,111,59.3,48.8,0.0,7.01,5.23,10.0,96.6,191,61.2,0.72,17.0,17.5,47.1,1.98,0.82,0.05,526775
3256,Telecomm Equipment & Infra Services companies,Valiant Commun.,https://www.screener.in/company/KDL/,199,567,567,123,36.9,74.8,0.0,85.9,78.0,10.0,76.4,360,26.1,0.35,189,0.0,80.8,8.84,1.0,0.09,KDL
3257,Telecomm Equipment & Infra Services companies,Kore Digital,https://www.screener.in/company/543622/consolidated/,170,176,204,122,,34.7,0.0,5.94,2.94,10.0,34.3,44.2,,0.97,15.9,13.9,51.0,-1.59,0.86,1.62,543622
3258,Telecomm Equipment & Infra Services companies,Steelman Telecom,https://www.screener.in/company/517258/,71.9,51.9,63.5,27.6,,8.50,0.0,2.53,-9.65,10.0,-22.8,87.9,61.2,1.38,-1.51,18.2,51.2,-0.62,0.82,1.4,517258
3259,Telecomm Equipment & Infra Services companies,Prec. Electronic,https://www.screener.in/company/500346/,54.4,45.3,53.8,25.1,,12.5,0.0,-32.6,-32.8,10.0,31.6,80.3,61.2,1.20,-27.3,15.9,59.1,-0.33,0.84,0.0,500346
3260,Telecomm Equipment & Infra Services companies,Punjab Commun.,https://www.screener.in/company/KAVVERITEL/consolidated/,28.7,14.2,17.0,4.40,0.89,28.4,0.0,25.0,103,10.0,-71.1,224,61.2,2.01,-14.7,16.3,53.0,-0.18,0.84,0.06,KAVVERITEL
3261,Telecomm Equipment & Infra Services companies,Kavveri Telecom,https://www.screener.in/company/BHARTIARTL/consolidated/,"6,05,302","1,032","1,046",736,56.2,138,0.39,12.3,12.0,5.00,13.7,40.3,50.5,562,18.0,1.35,66.4,2.39,0.99,2.81,BHARTIARTL
3262,Telecomm-Service companies,Bharti Airtel,https://www.screener.in/company/IDEA/consolidated/,"77,888",16.0,16.2,5.70,,-18.7,0.0,,,10.0,3.76,181,50.5,"4,868",-2.11,1.54,72.0,-1.79,0.98,,IDEA
3263,Telecomm-Service companies,Vodafone Idea,https://www.screener.in/company/TATACOMM/consolidated/,"50,454","1,770","1,957","1,157",38.2,51.0,1.19,23.9,142,10.0,9.03,53.0,50.5,28.5,1.48,9.56,55.0,7.74,0.9,6.06,TATACOMM
3264,Telecomm-Service companies,Tata Comm,https://www.screener.in/company/TTML/,"17,917",91.6,109,49.6,,-97.9,0.0,39.8,,10.0,3.02,84.6,50.5,195,0.87,16.0,50.6,-1.59,0.84,,TTML
3265,Telecomm-Service companies,Tata Tele. Mah.,https://www.screener.in/company/RAILTEL/consolidated/,"10,848",338,348,96.2,57.8,53.7,0.75,16.2,12.0,10.0,31.7,251,50.5,32.1,20.3,2.87,71.9,2.12,0.97,0.03,RAILTEL
3266,Telecomm-Service companies,Railtel Corpn.,https://www.screener.in/company/MTNL/consolidated/,"2,120",33.6,35.8,16.6,,-353,0.0,-7.04,,10.0,-18.1,103,50.5,63.0,-16.8,6.01,59.0,-12.6,0.94,,MTNL
3267,Telecomm-Service companies,M T N L,https://www.screener.in/company/ONMOBILE/consolidated/,"1,138",107,128,55.6,44.7,61.9,0.0,1.94,1.20,10.0,0.66,92.9,50.5,10.6,-2.83,16.6,48.2,0.80,0.83,0.02,ONMOBILE
3268,Telecomm-Service companies,OnMobile Global,https://www.screener.in/company/RCOM/consolidated/,581,2.10,2.49,1.00,,-282,0.0,,,5.00,-17.5,110,50.5,277,-34.2,15.7,64.2,-3.83,0.84,,RCOM
3269,Telecomm-Service companies,Reliance Communi,https://www.screener.in/company/511658/consolidated/,255,106,136,47.0,79.2,17.7,0.19,2.25,-0.07,10.0,-2.24,124,50.5,2.42,-22.7,22.4,62.8,0.69,0.78,0.3,511658
3270,Telecomm-Service companies,Nettlinx,https://www.screener.in/company/GTL/,140,8.90,11.0,4.70,6.07,-392,0.0,,,10.0,-2.42,89.4,50.5,15.7,-4.70,18.7,62.2,4.19,0.81,,GTL
3271,Telecomm-Service companies,GTL,https://www.screener.in/company/511116/,80.2,1.31,1.51,0.75,,-39.8,0.0,,,1.00,-32.5,74.7,50.5,61.2,-4.66,13.2,50.7,-0.45,0.87,,511116
3272,Telecomm-Service companies,Quadrant Tele.,https://www.screener.in/company/UNIINFO/consolidated/,28.7,26.8,41.3,15.1,16.4,31.0,0.0,3.09,1.91,10.0,29.4,77.5,50.5,1.07,-4.99,35.1,41.2,0.42,0.65,0.15,UNIINFO
3273,Telecomm-Service companies,Uniinfo Telecom,https://www.screener.in/company/ACCORD/,8.77,25.2,34.4,21.5,15.4,42.1,0.0,0.60,0.70,10.0,79.2,17.4,50.5,0.35,-33.0,26.5,37.9,0.58,0.74,0.0,ACCORD
3274,Telecomm-Service companies,Accord Synergy,https://www.screener.in/company/GRASIM/consolidated/,"1,40,566","2,135","2,148","1,527",21.2,"1,263",0.47,9.97,8.85,2.00,13.5,39.8,25.0,65.8,19.9,0.63,63.8,17.7,0.99,1.47,GRASIM
3275,Textiles companies,Grasim Inds,https://www.screener.in/company/TRIDENT/consolidated/,"18,498",36.3,43.8,25.0,40.5,8.14,0.99,11.9,11.0,1.00,-6.62,44.9,32.9,510,10.2,17.0,48.2,0.18,0.83,0.4,TRIDENT
3276,Textiles companies,Trident,https://www.screener.in/company/WELSPUNLIV/consolidated/,"14,038",144,170,62.0,26.7,43.2,0.07,6.01,4.77,1.00,0.00,133,32.9,97.2,6.29,15.2,40.0,2.02,0.85,0.58,WELSPUNLIV
3277,Textiles companies,Welspun Living,https://www.screener.in/company/RAYMOND/consolidated/,"11,472","1,723","2,240","1,093",7.03,630,0.17,21.4,22.9,10.0,8.38,57.7,32.9,6.66,8.21,23.1,50.4,24.0,0.77,0.82,RAYMOND
3278,Textiles companies,Raymond,https://www.screener.in/company/VTL/consolidated/,"11,166",386,434,270,21.0,306,0.91,11.5,9.74,2.00,-9.63,43.0,19.3,28.9,14.6,11.0,45.9,4.64,0.89,0.17,VTL
3279,Textiles companies,Vardhman Textile,https://www.screener.in/company/ALOKINDS/consolidated/,"10,601",21.4,24.9,10.1,,-38.9,0.0,-6.86,,1.00,-22.7,112,17.1,497,28.1,14.3,50.8,-0.35,0.86,,ALOKINDS
3280,Textiles companies,Alok Industries,https://www.screener.in/company/GARFIBRES/consolidated/,"6,859","3,366","3,479","2,587",35.8,549,0.1,21.2,17.2,10.0,-1.95,30.1,32.9,2.04,11.1,3.25,55.0,25.8,0.97,0.1,GARFIBRES
3281,Textiles companies,Garware Tech.,https://www.screener.in/company/ARVIND/consolidated/,"6,840",261,270,77.7,22.2,129,1.43,12.6,11.3,10.0,-15.1,236,19.3,26.2,4.39,3.15,67.7,3.06,0.97,0.46,ARVIND
3282,Textiles companies,Arvind Ltd,https://www.screener.in/company/GOCOLORS/,"6,760","1,252","1,405",876,79.2,105,0.0,17.7,16.8,10.0,21.3,42.9,32.9,5.40,19.3,10.9,38.1,3.71,0.89,0.66,GOCOLORS
