Company_Type,Company_name,Company_link,Market_cap,Current_Price,High,Low,P_E,Book_Value,Dividend_Yield,ROCE,ROE,Face_Value,Sales_growth,Up_from_52w_low,Industry_PE,No_Eq_Shares,Sales_growth_3Years,Down_from_52w_high,RSI,EPS_latest_quarter,From_52w_high,Debt_to_equity,Tiker_name
Plastic products companies,Polycon Intl.,https://www.screener.in/company/530429/,6.8,20.0,30.7,12.7,15.8,17.6,,5.45,3.43,10.0,-5.07,57.6,32.1,0.34,7.99,34.8,48.0,0.44,0.65,0.11,530429
Plastic products companies,Ashish Polyplast,https://www.screener.in/company/530027/,5.23,5.23,5.5,3.01,,-6.72,,-43.4,,10.0,-100.0,73.8,32.1,1.0,,4.91,74.8,-0.04,0.95,,530027
Plastic products companies,Aadi Industries,https://www.screener.in/company/517431/,4.82,13.3,14.3,6.82,53.6,6.6,,1.45,0.43,10.0,-80.0,95.0,32.1,0.36,36.2,7.19,61.9,0.14,0.93,0.18,517431
Plastic products companies,Narmada Macplast,https://www.screener.in/company/531929/,4.78,6.02,8.25,4.85,,3.46,,-35.9,-82.9,10.0,-98.3,24.1,32.1,0.79,-38.7,27.0,47.1,-0.13,0.73,0.0,531929
Plastic products companies,Innocorp,https://www.screener.in/company/520121/,3.36,6.53,8.4,5.13,,7.84,,-29.3,-24.3,10.0,-68.7,27.3,32.1,0.51,173.0,22.3,51.5,-0.27,0.78,0.07,520121
Plastic products companies,Arcee Industries,https://www.screener.in/company/526001/consolidated/,3.28,7.09,7.09,3.61,,18.9,,-2.21,-2.3,10.0,,96.4,32.1,0.46,,0.0,77.5,-0.41,1.0,0.01,526001
Plastic products companies,Jauss Polymers,https://www.screener.in/company/NTPC/consolidated/,301712.0,311.0,316.0,163.0,15.8,158.0,,9.83,12.0,10.0,12.2,91.4,19.4,970.0,17.2,1.43,69.7,4.76,0.99,1.45,NTPC
Power Generation & Distribution companies,NTPC,https://www.screener.in/company/ADANIGREEN/consolidated/,252970.0,1597.0,2185.0,439.0,174.0,50.1,,7.81,22.8,10.0,47.2,264.0,19.4,158.0,45.1,26.9,68.9,2.35,0.73,7.23,ADANIGREEN
Power Generation & Distribution companies,Adani Green,https://www.screener.in/company/POWERGRID/consolidated/,220610.0,237.0,240.0,153.0,14.4,93.4,,13.1,19.6,10.0,6.14,54.8,19.4,930.0,6.49,1.15,64.5,4.07,0.99,1.38,POWERGRID
Power Generation & Distribution companies,Power Grid Corpn,https://www.screener.in/company/ADANIPOWER/consolidated/,202547.0,525.0,589.0,132.0,9.83,105.0,,15.8,44.8,10.0,14.4,297.0,19.4,386.0,13.6,10.9,63.0,17.1,0.89,0.8,ADANIPOWER
Power Generation & Distribution companies,Adani Power,https://www.screener.in/company/ADANIENSOL/consolidated/,116653.0,1046.0,2800.0,630.0,88.7,107.0,,10.2,11.6,10.0,16.1,66.0,19.4,112.0,5.2,62.6,57.2,2.47,0.37,3.03,ADANIENSOL
Power Generation & Distribution companies,Adani Energy Sol,https://www.screener.in/company/TATAPOWER/consolidated/,106133.0,332.0,347.0,182.0,31.1,94.3,,11.7,12.6,1.0,11.9,82.2,19.4,320.0,23.7,4.25,67.6,2.74,0.96,1.74,TATAPOWER
Power Generation & Distribution companies,Tata Power Co.,https://www.screener.in/company/JSWENERGY/consolidated/,67275.0,409.0,477.0,205.0,42.3,121.0,,7.28,7.22,10.0,13.8,99.9,19.4,164.0,7.69,14.2,44.9,5.17,0.86,1.4,JSWENERGY
Power Generation & Distribution companies,JSW Energy,https://www.screener.in/company/NHPC/consolidated/,64891.0,64.6,67.0,37.8,16.6,38.9,,8.49,10.8,10.0,3.18,71.1,19.4,1004.0,1.96,3.54,62.4,1.54,0.96,0.77,NHPC
Power Generation & Distribution companies,NHPC Ltd,https://www.screener.in/company/TORNTPOWER/consolidated/,44882.0,934.0,1047.0,431.0,20.6,247.0,,18.3,19.6,10.0,29.2,117.0,19.4,48.1,23.5,10.8,58.0,10.9,0.89,0.9,TORNTPOWER
Power Generation & Distribution companies,Torrent Power,https://www.screener.in/company/SJVN/consolidated/,35741.0,91.0,100.0,30.4,34.4,36.5,,9.27,10.3,10.0,-5.3,199.0,19.4,393.0,2.82,9.41,56.1,1.12,0.91,1.19,SJVN
Power Generation & Distribution companies,SJVN,https://www.screener.in/company/NLCINDIA/consolidated/,35144.0,253.0,267.0,69.7,18.2,119.0,,13.5,15.5,10.0,14.7,264.0,19.4,139.0,16.1,4.97,81.6,7.82,0.95,1.32,NLCINDIA
Power Generation & Distribution companies,NLC India,https://www.screener.in/company/CESC/consolidated/,17564.0,132.0,134.0,62.1,12.1,86.8,,11.4,12.2,1.0,7.52,113.0,19.4,133.0,5.42,0.75,73.2,2.63,0.99,1.22,CESC
Power Generation & Distribution companies,CESC,https://www.screener.in/company/JPPOWER/consolidated/,9561.0,14.0,15.3,5.15,120.0,15.6,,5.16,0.57,10.0,-6.23,171.0,19.4,685.0,20.8,8.82,55.1,0.1,0.91,0.41,JPPOWER
Power Generation & Distribution companies,JP Power Ven.,https://www.screener.in/company/RPOWER/consolidated/,8880.0,23.3,25.2,9.05,,34.3,,3.42,-11.8,10.0,0.28,157.0,19.4,374.0,-0.09,7.54,56.4,-0.64,0.92,1.6,RPOWER
Power Generation & Distribution companies,Reliance Power,https://www.screener.in/company/IWEL/consolidated/,6459.0,5362.0,5400.0,887.0,,1051.0,,-9.11,-29.9,10.0,85.0,504.0,19.4,1.2,,0.7,78.7,-34.8,0.99,1.85,IWEL
Power Generation & Distribution companies,Inox Wind Energy,https://www.screener.in/company/RTNPOWER/consolidated/,4833.0,9.0,11.1,2.8,,-10.6,,8.62,,10.0,9.17,221.0,19.4,537.0,22.1,18.9,48.5,-1.18,0.81,,RTNPOWER
Power Generation & Distribution companies,Rattanindia Pow.,https://www.screener.in/company/GIPCL/,2635.0,174.0,187.0,70.7,14.2,211.0,,8.06,6.09,10.0,28.3,146.0,19.4,15.1,-0.57,7.04,55.1,1.87,0.93,0.2,GIPCL
Power Generation & Distribution companies,Guj Inds. Power,https://www.screener.in/company/BFUTILITIE/consolidated/,2228.0,592.0,816.0,283.0,16.8,-5.03,,25.7,,5.0,30.3,109.0,19.4,3.77,12.4,27.5,37.1,11.3,0.72,,BFUTILITIE
Power Generation & Distribution companies,BF Utilities,https://www.screener.in/company/GREENPOWER/consolidated/,2138.0,21.8,25.5,7.09,49.4,8.52,,7.19,1.82,10.0,-10.5,207.0,19.4,98.1,-11.2,14.5,50.6,0.76,0.85,1.01,GREENPOWER
Power Generation & Distribution companies,Orient Green,https://www.screener.in/company/DPSCLTD/,1904.0,19.6,27.8,9.1,137.0,10.4,,3.77,1.14,1.0,4.11,115.0,19.4,97.4,7.59,29.8,50.1,0.04,0.7,0.23,DPSCLTD
Power Generation & Distribution companies,India Power Corp,https://www.screener.in/company/507836/consolidated/,643.0,491.0,544.0,335.0,,167.0,,1.17,-12.2,10.0,-37.0,46.5,19.4,1.31,-28.4,9.78,68.2,-9.38,0.9,2.91,507836
Power Generation & Distribution companies,Mac Charles(I),https://www.screener.in/company/INDOWIND/consolidated/,219.0,20.4,24.7,8.6,,22.0,,2.73,2.47,10.0,16.8,137.0,19.4,10.7,18.0,17.4,50.3,0.47,0.83,0.13,INDOWIND
Power Generation & Distribution companies,Indowind Energy,https://www.screener.in/company/SURANAT&P/consolidated/,210.0,15.4,17.6,7.6,,9.37,,-0.15,-1.15,1.0,-12.2,103.0,19.4,13.6,-1.15,12.0,61.8,0.04,0.88,0.08,SURANAT&P
Power Generation & Distribution companies,Surana Telecom,https://www.screener.in/company/531260/consolidated/,175.0,390.0,563.0,312.0,,65.8,,2.78,-47.2,10.0,70.3,25.1,19.4,0.45,6.81,30.8,51.7,-15.6,0.69,13.9,531260
Power Generation & Distribution companies,Refex Renewables,https://www.screener.in/company/ENERGYDEV/consolidated/,127.0,26.7,36.8,13.6,,22.0,,7.51,4.16,10.0,-26.3,96.3,19.4,4.75,7.74,27.4,56.0,0.62,0.73,1.49,ENERGYDEV
Power Generation & Distribution companies,Energy Devl.Co.,https://www.screener.in/company/541445/consolidated/,119.0,89.7,106.0,34.7,11.1,138.0,,6.73,5.59,10.0,-6.63,158.0,19.4,1.33,0.6,15.8,53.4,3.54,0.84,0.47,541445
Power Generation & Distribution companies,Waa Solar,https://www.screener.in/company/KARMAENG/,90.7,78.4,104.0,22.2,30.4,35.7,,6.98,8.15,10.0,-34.5,254.0,19.4,1.16,-29.1,24.5,44.6,2.22,0.76,0.03,KARMAENG
Power Generation & Distribution companies,Karma Energy Ltd,https://www.screener.in/company/539013/,60.3,147.0,150.0,70.0,10.1,33.0,,6.98,13.1,10.0,39.1,110.0,19.4,0.41,-16.4,2.2,75.7,-0.17,0.98,0.0,539013
Power Generation & Distribution companies,Gita Renewable,https://www.screener.in/company/511736/consolidated/,45.0,1.33,2.58,0.94,,-94.1,,,,1.0,1.26,41.5,19.4,33.8,-8.78,48.4,37.4,-0.07,0.52,,511736
Power Generation & Distribution companies,Ushdev Intl.,https://www.screener.in/company/KKVAPOW/,39.7,700.0,941.0,543.0,32.0,366.0,,12.2,5.89,10.0,64.0,29.0,19.4,0.06,216.0,25.6,47.3,12.0,0.74,0.65,KKVAPOW
Power Generation & Distribution companies,KKV Agro Powers,https://www.screener.in/company/531979/consolidated/,37.0,58.7,71.9,31.0,5.43,132.0,,-16.7,-3.69,10.0,-89.6,89.3,19.4,0.63,-80.2,18.4,73.8,6.1,0.82,0.0,531979
Power Generation & Distribution companies,Hind Aluminium,https://www.screener.in/company/523222/consolidated/,14.2,15.7,15.7,0.0,,-50.6,,-84.2,,10.0,,,19.4,0.91,,0.0,99.6,-0.42,1.0,,523222
Power Generation & Distribution companies,SRM Energy Ltd,https://www.screener.in/company/536709/,8.82,29.1,33.2,9.6,,10.4,,-1.79,0.0,10.0,,203.0,19.4,0.3,,12.4,49.5,-0.1,0.88,0.07,536709
Power Generation & Distribution companies,IND Renewable,https://www.screener.in/company/KPIGREEN/consolidated/,5899.0,1468.0,1468.0,389.0,43.8,89.9,,24.7,53.4,10.0,82.7,278.0,62.7,4.02,122.0,0.01,69.3,9.62,1.0,2.58,KPIGREEN
Power Infrastructure companies,KPI Green Energy,https://www.screener.in/company/ANZEN/consolidated/,1580.0,100.0,103.0,100.0,,95.6,,,,,,0.0,62.7,15.8,,2.49,,-0.44,0.98,0.49,ANZEN
Power Infrastructure companies,Anzen IYEP Trust,https://www.screener.in/company/ORIANA/consolidated/,903.0,471.0,565.0,272.0,81.5,51.0,,27.1,46.8,10.0,9.85,73.2,62.7,1.92,85.7,16.6,56.4,2.99,0.83,0.92,ORIANA
Power Infrastructure companies,Oriana Power Ltd,https://www.screener.in/company/DOMS/consolidated/,7591.0,1251.0,1434.0,1224.0,79.3,,,34.4,32.8,10.0,77.3,2.16,30.5,6.07,22.8,12.8,,12.6,0.87,0.56,DOMS
Printing & Stationery companies,Doms Industries,https://www.screener.in/company/FLAIR/,3675.0,349.0,514.0,346.0,32.9,,,33.6,30.2,5.0,63.0,0.77,30.5,10.5,15.8,32.2,23.7,3.57,0.68,0.25,FLAIR
Printing & Stationery companies,Flair Writing,https://www.screener.in/company/NAVNETEDUL/consolidated/,3418.0,151.0,176.0,88.1,28.0,56.3,,19.4,15.0,2.0,9.61,71.5,30.5,22.6,4.23,14.2,61.2,1.57,0.86,0.04,NAVNETEDUL
Printing & Stationery companies,Navneet Educat.,https://www.screener.in/company/KOKUYOCMLN/,1462.0,146.0,179.0,66.6,36.4,28.6,,12.0,9.26,1.0,18.3,119.0,30.5,10.0,6.92,18.7,45.2,0.95,0.81,0.06,KOKUYOCMLN
Printing & Stationery companies,Kokuyo Camlin,https://www.screener.in/company/REPRO/consolidated/,1259.0,880.0,980.0,337.0,96.0,266.0,,5.43,3.24,10.0,29.3,162.0,30.5,1.43,4.72,10.2,56.4,1.37,0.9,0.08,REPRO
Printing & Stationery companies,Repro India,https://www.screener.in/company/LINC/,995.0,669.0,900.0,407.0,25.8,124.0,,31.4,23.5,10.0,17.2,64.5,30.5,1.49,7.43,25.7,43.9,5.18,0.74,0.11,LINC
Printing & Stationery companies,Linc,https://www.screener.in/company/SCHAND/consolidated/,960.0,272.0,299.0,154.0,26.4,241.0,,7.22,5.01,5.0,10.4,76.7,30.5,3.52,12.4,8.86,63.8,-11.4,0.91,0.18,SCHAND
Printing & Stationery companies,S Chand & Compan,https://www.screener.in/company/SUNDARAM/,142.0,3.0,3.7,1.95,,1.99,,7.48,5.77,1.0,35.3,53.8,30.5,47.4,5.65,18.9,47.2,-0.05,0.81,0.44,SUNDARAM
Printing & Stationery companies,Sundaram Multi.,https://www.screener.in/company/543453/,108.0,199.0,261.0,70.0,18.1,62.9,,3.69,-3.71,10.0,120.0,184.0,30.5,0.54,17.3,23.7,42.8,10.6,0.76,0.41,543453
Printing & Stationery companies,Alkosign,https://www.screener.in/company/531780/consolidated/,73.7,14.0,57.2,13.6,23.4,1.33,,9.28,2.03,1.0,-0.83,3.32,30.5,5.26,5.53,75.5,30.8,0.0,0.24,1.72,531780
Printing & Stationery companies,Kaiser Corporat.,https://www.screener.in/company/541503/,33.2,60.6,70.2,32.8,30.0,55.7,,10.4,7.87,10.0,-16.3,85.0,30.5,0.55,11.0,13.6,58.6,0.35,0.86,0.6,541503
Printing & Stationery companies,Unick Fix-A-Form,https://www.screener.in/company/INFOMEDIA/,30.1,6.0,7.01,3.9,,-10.5,,,,10.0,,53.8,30.5,5.02,,14.4,55.2,-0.18,0.86,,INFOMEDIA
Printing & Stationery companies,Infomedia Press,https://www.screener.in/company/539228/,18.9,3.46,13.9,3.16,,7.83,,2.74,0.07,5.0,-20.4,9.49,30.5,5.46,-5.44,75.0,32.2,0.04,0.25,0.54,539228
Printing & Stationery companies,Gala Global,https://www.screener.in/company/530787/,10.5,21.3,46.6,15.4,,4.65,,-6.98,-8.73,10.0,,38.8,30.5,0.49,,54.3,27.1,-0.12,0.46,0.32,530787
Printing & Stationery companies,Inland Printers,https://www.screener.in/company/534190/,7.36,4.51,5.01,2.36,,3.09,,-0.95,-46.7,10.0,2.42,91.1,30.5,1.63,-23.7,9.98,57.8,-0.67,0.9,5.24,534190
Printing & Stationery companies,Olympic Cards,https://www.screener.in/company/VASA/,3.42,5.7,23.8,5.35,,-29.5,,-117.0,,10.0,-100.0,6.54,30.5,0.6,,76.0,46.7,-0.25,0.24,,VASA
Printing & Stationery companies,Vasa Retail,https://www.screener.in/company/530733/,2.9,9.2,10.8,5.67,,10.2,,-1.8,-1.23,10.0,135.0,62.3,30.5,0.32,-23.0,14.7,69.8,-0.32,0.85,0.03,530733
Printing & Stationery companies,Encode Packaging,https://www.screener.in/company/JUBLFOOD/consolidated/,37285.0,565.0,587.0,412.0,159.0,31.6,,16.2,18.1,2.0,7.31,37.1,114.0,66.0,9.51,3.73,55.8,1.47,0.96,1.25,JUBLFOOD
Quick Service Restaurant companies,Jubilant Food.,https://www.screener.in/company/DEVYANI/consolidated/,23364.0,194.0,228.0,134.0,110.0,8.59,,18.4,33.9,1.0,20.4,44.6,114.0,121.0,25.5,14.9,61.2,0.28,0.85,1.63,DEVYANI
Quick Service Restaurant companies,Devyani Intl.,https://www.screener.in/company/WESTLIFE/consolidated/,12738.0,817.0,1025.0,639.0,118.0,36.1,,14.8,21.7,2.0,17.4,27.8,114.0,15.6,13.8,20.3,41.3,1.43,0.8,2.25,WESTLIFE
Quick Service Restaurant companies,Westlife Food,https://www.screener.in/company/SAPPHIRE/consolidated/,9051.0,1421.0,1568.0,1102.0,43.5,206.0,,9.81,20.7,10.0,16.1,28.9,114.0,6.37,19.1,9.36,54.9,2.41,0.91,0.82,SAPPHIRE
Quick Service Restaurant companies,Sapphire Foods,https://www.screener.in/company/RBA/consolidated/,5548.0,112.0,138.0,83.7,,14.8,,-6.87,-23.7,10.0,23.1,33.6,114.0,49.6,,18.9,45.3,-0.93,0.81,1.63,RBA
Quick Service Restaurant companies,Restaurant Brand,https://www.screener.in/company/BARBEQUE/consolidated/,2610.0,669.0,993.0,592.0,,98.1,,8.92,3.68,5.0,6.1,12.9,114.0,3.9,13.4,32.7,55.8,-3.17,0.67,1.86,BARBEQUE
Quick Service Restaurant companies,Barbeque-Nation,https://www.screener.in/company/COFFEEDAY/consolidated/,1350.0,63.9,68.0,26.4,,146.0,,-6.3,-12.5,10.0,24.8,142.0,114.0,21.1,-27.0,6.03,67.2,-5.19,0.94,0.52,COFFEEDAY
Quick Service Restaurant companies,Coffee Day Enter,https://www.screener.in/company/IRCTC/,71000.0,888.0,916.0,557.0,65.7,35.6,,59.2,45.4,2.0,34.3,59.3,65.7,80.0,16.1,3.16,70.2,3.68,0.97,0.02,IRCTC
Railways companies,I R C T C,https://www.screener.in/company/PAGEIND/,42942.0,38513.0,43599.0,34953.0,84.1,1372.0,,53.8,46.4,10.0,-6.58,10.2,39.6,1.12,17.6,11.7,61.1,135.0,0.88,0.12,PAGEIND
Readymade Garments/ Apparells companies,Page Industries,https://www.screener.in/company/KPRMILL/consolidated/,28193.0,825.0,928.0,506.0,35.7,118.0,,24.4,23.4,1.0,17.9,63.0,39.6,34.2,22.6,11.1,47.8,5.9,0.89,0.21,KPRMILL
Readymade Garments/ Apparells companies,K P R Mill Ltd,https://www.screener.in/company/GOKEX/consolidated/,5009.0,826.0,1023.0,340.0,34.8,159.0,,21.4,19.6,5.0,-10.0,143.0,39.6,6.07,17.5,19.3,35.6,3.91,0.81,0.15,GOKEX
Readymade Garments/ Apparells companies,Gokaldas Exports,https://www.screener.in/company/KKCL/,4720.0,766.0,827.0,364.0,33.2,100.0,,26.2,21.8,10.0,16.3,110.0,39.6,6.16,13.7,7.43,46.2,8.08,0.93,0.11,KKCL
Readymade Garments/ Apparells companies,Kewal Kir.Cloth.,https://www.screener.in/company/PGIL/consolidated/,2829.0,1299.0,1471.0,334.0,18.0,339.0,,19.2,21.1,10.0,-0.17,288.0,39.6,2.18,23.3,11.7,54.3,18.3,0.88,0.68,PGIL
Readymade Garments/ Apparells companies,Pearl Global Ind,https://www.screener.in/company/DOLLAR/,2621.0,462.0,475.0,310.0,50.3,131.0,,9.79,8.33,2.0,-2.31,49.0,39.6,5.67,13.0,2.68,63.2,4.5,0.97,0.3,DOLLAR
Readymade Garments/ Apparells companies,Dollar Industrie,https://www.screener.in/company/RUPA/consolidated/,2135.0,268.0,309.0,197.0,43.4,115.0,,7.56,5.92,1.0,-18.0,36.3,39.6,7.95,5.46,13.0,51.8,2.58,0.87,0.29,RUPA
Readymade Garments/ Apparells companies,Rupa & Co,https://www.screener.in/company/KITEX/consolidated/,1498.0,225.0,242.0,136.0,75.0,131.0,,8.87,6.81,1.0,-47.4,66.2,39.6,6.65,-9.0,7.11,56.0,2.0,0.93,0.39,KITEX
Readymade Garments/ Apparells companies,Kitex Garments,https://www.screener.in/company/ZODIACLOTH/consolidated/,328.0,126.0,151.0,79.0,,101.0,,-4.27,-8.34,10.0,-6.52,59.8,39.6,2.6,-2.88,16.4,36.1,-4.2,0.84,0.29,ZODIACLOTH
Readymade Garments/ Apparells companies,Zodiac Cloth. Co,https://www.screener.in/company/CPS/,85.0,405.0,500.0,341.0,34.6,,,42.6,473.0,10.0,38.1,18.7,39.6,0.21,,19.0,41.7,3.9,0.81,5.97,CPS
Readymade Garments/ Apparells companies,C P S Shapers,https://www.screener.in/company/531119/,36.9,110.0,110.0,9.76,,27.3,,3.84,-5.84,10.0,,1029.0,39.6,0.34,-45.3,0.0,100.0,0.39,1.0,1.25,531119
Readymade Garments/ Apparells companies,Ceenik Exports,https://www.screener.in/company/521210/,21.6,18.5,47.7,7.0,7.36,-5.21,,43.0,,10.0,,164.0,39.6,1.17,,61.2,62.1,-0.09,0.39,,521210
Readymade Garments/ Apparells companies,Cityman,https://www.screener.in/company/531613/,17.7,2.2,2.29,1.12,,-3.85,,,,3.0,48.3,96.4,39.6,8.05,5.14,3.93,73.5,-0.07,0.96,,531613
Readymade Garments/ Apparells companies,Meyer Apparel,https://www.screener.in/company/521206/consolidated/,16.8,2.26,3.29,1.8,,-31.9,,-1.69,,2.0,,25.6,39.6,7.45,,31.3,48.5,-0.18,0.69,,521206
Readymade Garments/ Apparells companies,Samtex Fashion,https://www.screener.in/company/526827/,11.3,26.3,29.3,6.83,94.3,-1.14,,5.56,,10.0,-45.5,285.0,39.6,0.43,-62.0,10.1,66.2,0.19,0.9,,526827
Readymade Garments/ Apparells companies,Spice Islands Ap,https://www.screener.in/company/538081/,7.42,4.85,5.93,3.5,6.08,3.27,,24.8,30.1,10.0,-100.0,38.6,39.6,1.53,,18.2,51.8,0.23,0.82,0.24,538081
Readymade Garments/ Apparells companies,Haria Apparels,https://www.screener.in/company/512604/,5.65,4.89,6.6,3.73,282.0,12.1,,-0.43,-0.43,10.0,,31.1,39.6,1.16,,25.9,52.3,0.02,0.74,0.0,512604
Readymade Garments/ Apparells companies,Haria Exports,https://www.screener.in/company/EMBASSY/consolidated/,30773.0,325.0,360.0,281.0,47.4,251.0,,4.2,1.97,300.0,11.5,15.5,51.2,94.8,17.2,9.82,50.6,2.29,0.9,0.66,EMBASSY
Real Estate Investment Trusts companies,Embassy Off.REIT,https://www.screener.in/company/NXST/consolidated/,20604.0,136.0,140.0,102.0,,202.0,,,,,,33.0,51.2,152.0,,2.51,58.0,1.66,0.97,0.27,NXST
Real Estate Investment Trusts companies,Nexus Select,https://www.screener.in/company/MINDSPACE/consolidated/,19172.0,323.0,364.0,285.0,51.2,244.0,,5.72,2.17,,13.2,13.5,51.2,59.3,,11.3,55.4,2.38,0.89,0.44,MINDSPACE
Real Estate Investment Trusts companies,Mindspace Busine,https://www.screener.in/company/BIRET/consolidated/,10337.0,235.0,303.0,231.0,181.0,243.0,,4.1,1.52,,28.6,1.79,51.2,43.9,,22.4,37.6,-0.81,0.78,0.69,BIRET
Real Estate Investment Trusts companies,Brookfield India,https://www.screener.in/company/DLF/consolidated/,179807.0,726.0,730.0,336.0,80.4,153.0,,4.61,5.47,2.0,-2.04,116.0,30.6,248.0,-2.17,0.53,73.0,2.52,0.99,0.09,DLF
Realty companies,DLF,https://www.screener.in/company/GODREJPROP/consolidated/,55979.0,2013.0,2076.0,1005.0,84.8,340.0,,5.69,5.39,5.0,54.6,100.0,30.6,27.8,-2.65,2.99,61.3,2.4,0.97,1.08,GODREJPROP
Realty companies,Godrej Propert.,https://www.screener.in/company/OBEROIRLTY/consolidated/,52481.0,1443.0,1519.0,790.0,26.8,353.0,,16.0,16.6,10.0,44.9,82.7,30.6,36.4,23.3,4.99,59.3,12.6,0.95,0.26,OBEROIRLTY
Realty companies,Oberoi Realty,https://www.screener.in/company/PRESTIGE/consolidated/,47258.0,1179.0,1232.0,391.0,27.7,275.0,,10.3,7.56,10.0,25.0,202.0,30.6,40.1,0.77,4.31,65.5,21.2,0.96,1.0,PRESTIGE
Realty companies,Prestige Estates,https://www.screener.in/company/PHOENIXLTD/consolidated/,40104.0,2245.0,2438.0,1186.0,45.2,494.0,,9.94,11.4,2.0,44.4,89.2,30.6,17.9,10.6,7.93,50.9,14.1,0.92,0.51,PHOENIXLTD
Realty companies,Phoenix Mills,https://www.screener.in/company/BRIGADE/consolidated/,20709.0,897.0,935.0,431.0,87.6,147.0,,8.41,6.34,10.0,1.05,108.0,30.6,23.1,9.38,4.09,72.8,5.78,0.96,1.44,BRIGADE
Realty companies,Brigade Enterpr.,https://www.screener.in/company/SIGNATURE/consolidated/,12328.0,877.0,881.0,444.0,,41.9,,1.15,,1.0,72.4,97.6,30.6,14.0,86.0,0.39,87.8,-1.42,1.0,1.93,SIGNATURE
Realty companies,SignatureGlobal,https://www.screener.in/company/ANANTRAJ/consolidated/,9564.0,295.0,311.0,90.6,46.9,90.1,,5.77,5.45,2.0,64.9,226.0,30.6,32.4,51.3,5.13,60.9,1.85,0.95,0.29,ANANTRAJ
Realty companies,Anant Raj,https://www.screener.in/company/SOBHA/consolidated/,9349.0,986.0,1089.0,412.0,87.1,263.0,,8.32,4.24,10.0,45.2,139.0,30.6,9.48,-4.11,9.48,54.6,1.58,0.91,0.81,SOBHA
Realty companies,Sobha,https://www.screener.in/company/DBREALTY/consolidated/,9309.0,186.0,223.0,55.0,82.5,74.4,,-11.7,-37.1,10.0,240.0,237.0,30.6,50.2,60.4,16.7,43.0,17.6,0.83,0.42,DBREALTY
Realty companies,D B Realty,https://www.screener.in/company/RUSTOMJEE/consolidated/,7291.0,640.0,661.0,416.0,56.1,152.0,,5.48,6.11,10.0,3.15,53.9,30.6,11.4,-17.3,3.21,71.3,0.38,0.97,0.35,RUSTOMJEE
Realty companies,Keystone Realtor,https://www.screener.in/company/SUNTECK/consolidated/,6527.0,446.0,512.0,271.0,,188.0,,2.56,0.05,1.0,-54.0,64.4,30.6,14.6,-13.5,12.9,42.8,-0.95,0.87,0.23,SUNTECK
Realty companies,Sunteck Realty,https://www.screener.in/company/AHLUCONT/consolidated/,5195.0,776.0,873.0,448.0,23.4,199.0,,24.7,17.0,2.0,23.6,73.2,30.6,6.7,14.6,11.1,42.6,8.22,0.89,0.07,AHLUCONT
Realty companies,Ahluwalia Contr.,https://www.screener.in/company/IBREALEST/consolidated/,4721.0,87.2,98.8,45.9,,56.2,,-7.17,-11.4,2.0,-42.1,89.9,30.6,54.2,-43.6,11.8,51.4,-0.34,0.88,0.09,IBREALEST
Realty companies,Indbull.RealEst.,https://www.screener.in/company/MAXESTATES/consolidated/,4566.0,310.0,340.0,243.0,259.0,,,1.88,1.94,10.0,54.9,27.8,30.6,14.7,,8.71,52.3,0.01,0.91,0.82,MAXESTATES
Realty companies,Max Estates,https://www.screener.in/company/PURVA/consolidated/,4432.0,187.0,204.0,58.2,220.0,82.6,,7.3,2.92,5.0,51.7,221.0,30.6,23.7,-16.6,8.56,59.7,-0.47,0.91,1.57,PURVA
Realty companies,Puravankara,https://www.screener.in/company/HEMIPROP/,4366.0,153.0,162.0,79.9,,12.7,,-0.3,-1.75,10.0,-65.5,91.7,30.6,28.5,,5.55,60.6,-0.07,0.94,0.18,HEMIPROP
Realty companies,Hemisphere Prop,https://www.screener.in/company/TARC/consolidated/,4004.0,136.0,145.0,33.4,363.0,46.1,,6.03,1.52,2.0,84.8,306.0,30.6,29.5,39.0,6.41,62.2,0.04,0.94,0.98,TARC
Realty companies,TARC Ltd,https://www.screener.in/company/KOLTEPATIL/consolidated/,3714.0,489.0,562.0,231.0,33.4,137.0,,13.4,10.2,10.0,106.0,112.0,30.6,7.6,9.63,13.1,45.0,-3.33,0.87,0.86,KOLTEPATIL
Realty companies,Kolte Patil Dev.,https://www.screener.in/company/500307/,3712.0,412.0,475.0,316.0,18.1,44.9,,22.4,35.9,10.0,15.5,30.2,30.6,9.01,22.7,13.3,56.6,5.82,0.87,2.83,500307
Realty companies,Nirlon,https://www.screener.in/company/ASHIANA/consolidated/,2769.0,271.0,285.0,136.0,48.0,71.2,,3.92,3.62,2.0,142.0,99.5,30.6,10.2,10.3,5.05,64.5,2.67,0.95,0.2,ASHIANA
Realty companies,Ashiana Housing,https://www.screener.in/company/ALEMBICLTD/consolidated/,2324.0,90.5,98.1,55.2,9.7,82.5,,4.18,8.67,2.0,41.2,64.0,30.6,25.7,19.8,7.77,53.1,3.53,0.92,0.0,ALEMBICLTD
Realty companies,Alembic,https://www.screener.in/company/MARATHON/consolidated/,1959.0,417.0,490.0,191.0,11.4,184.0,,16.8,17.7,5.0,57.2,119.0,30.6,4.7,43.8,14.9,39.4,7.29,0.85,0.99,MARATHON
